N,A,B,C,seed,Z_est,Z_std,rel_error,time_seconds
100000,50,5,400,101,0.3694068032177027,0.6311258409358955,0.6322616186380539,1.5085699558258057
100000,50,10,200,11,25.263344156212362,37.69170025964802,24.149242533901727,1.2540969848632812
100000,50,10,200,23,9.326255364873806,13.513424389403673,8.284133432771887,1.2658557891845703
100000,50,10,200,42,3.6134210770085033,5.431275424211712,2.5971010995570336,1.2277331352233887
100000,50,10,200,77,4.619397357800566,10.874191336850947,3.598533899290744,1.2285640239715576
100000,50,10,200,101,3.256153985520867,4.938594163276222,2.241447601047622,1.2324259281158447
100000,50,20,100,11,4.57040761549403,10.145161039889658,3.549765418628715,1.0774638652801514
100000,50,20,100,23,4.186035549022611,7.77922932990973,3.167129364463667,1.0777759552001953
100000,50,20,100,42,7.784587259393201,15.19197168379345,6.749428254717368,1.0787630081176758
100000,50,20,100,77,4.8927539375746125,10.918571414208836,3.870655867010715,1.0802910327911377
100000,50,20,100,101,6.154257542967988,11.699531990417471,5.126461904930993,1.0820109844207764
100000,50,25,80,11,5.178883141996703,8.665032351876437,4.155492771956808,1.0449230670928955
100000,50,25,80,23,2.498851230523926,7.031687599977754,1.487565195802921,1.046238899230957
100000,50,25,80,42,5.7766879859154425,12.414172850809036,4.750597636724153,1.052609920501709
100000,50,25,80,77,15.205385516960234,32.188811467174496,14.136710556724728,1.128255844116211
100000,50,25,80,101,54.22750995926919,165.8683030897412,52.98259199346231,1.2218313217163086
100000,50,50,40,11,5.31749312610373,17.883680806172308,4.293476725560618,0.9906120300292969
100000,50,50,40,23,6.681319514218368,18.245026605777028,5.651143406453927,0.9886000156402588
100000,50,50,40,42,19.471500075171527,72.03911081255208,18.383557254392894,0.9868772029876709
100000,50,50,40,77,6.33778788109446,28.090085731054042,5.309163330258195,0.9846808910369873
100000,50,50,40,101,5.438853193035056,19.613114842727125,4.414288671054221,0.9864010810852051
100000,50,100,20,11,5.184501598905815,17.58094104866915,4.1610858531656865,0.955070972442627
100000,50,100,20,23,3.5734208678184767,16.622573286906324,2.557281550881827,0.9537060260772705
100000,50,100,20,42,12.863885602537735,107.8032014410879,11.805786001495525,0.9541399478912354
100000,50,100,20,77,9.303778672553905,34.23024542980531,8.261758256191234,0.9540762901306152
100000,50,100,20,101,1.6086141335882027,6.47302183673019,0.6013488451458134,0.9583449363708496
100000,50,200,10,11,2.1598842683217727,12.675839785112,1.1501291742417938,0.9416048526763916
100000,50,200,10,23,1.68353212460637,8.045793447280849,0.6759284698628857,0.9419548511505127
100000,50,200,10,42,1.0428471374740176,7.2899850169858,0.038137129587807975,0.9386560916900635
100000,50,200,10,77,5.875505129970223,56.431399375403366,4.8489684742100545,0.9393458366394043
100000,50,200,10,101,3.191501192411643,16.741798891457197,2.1770868115834836,0.9405069351196289
