A,B,C,beta_idx,beta,rel_error
200,10,100,74,0.37185929648241206,10.048237637668649
200,10,100,75,0.3768844221105528,5.974562497423456
200,10,100,76,0.38190954773869346,5.001993580452464
200,10,100,77,0.3869346733668342,6.443428009965483
200,10,100,78,0.3919597989949749,7.74341387023316
200,10,100,79,0.3969849246231156,10.098050094559436
200,10,100,80,0.4020100502512563,6.467372382682474
200,10,100,81,0.40703517587939697,16.023637429959205
200,10,100,82,0.4120603015075377,4.68961106396364
200,10,100,83,0.4170854271356784,7.206914182180403
200,10,100,84,0.4221105527638191,7.447077368969767
200,10,100,85,0.4271356783919598,8.406650717260215
200,10,100,86,0.4321608040201005,9.834916185928625
200,10,100,87,0.4371859296482412,5.661610309740743
200,10,100,88,0.44221105527638194,12.764742222013272
200,10,100,89,0.4472361809045226,4.453638220774657
200,10,100,90,0.45226130653266333,8.370013628439844
200,10,100,91,0.457286432160804,5.227336425617222
200,10,100,92,0.4623115577889447,9.07182225304255
200,10,100,93,0.46733668341708545,10.23864139585729
200,10,100,94,0.4723618090452261,6.240155118937094
200,10,100,95,0.47738693467336685,8.201864184873088
200,10,100,96,0.4824120603015075,8.960341539428876
200,10,100,97,0.48743718592964824,9.38691076024778
200,10,100,98,0.49246231155778897,6.800468570883929
200,10,100,99,0.49748743718592964,10.669072071492394
200,10,100,100,0.5025125628140703,6.199646845008565
200,10,100,101,0.507537688442211,4.346348463990847
200,10,100,102,0.5125628140703518,7.129951528601176
200,10,100,103,0.5175879396984925,4.8345092620905685
200,10,100,104,0.5226130653266332,16.354459056558873
200,10,100,105,0.5276381909547738,8.898562360636474
200,10,100,106,0.5326633165829145,7.3701329772026405
200,10,100,107,0.5376884422110553,8.843666895365144
200,10,100,108,0.542713567839196,4.534662295543431
200,10,100,109,0.5477386934673367,4.560809874981982
200,10,100,110,0.5527638190954774,6.2036164172404975
200,10,100,111,0.5577889447236181,8.611446122421455
200,10,100,112,0.5628140703517588,9.284516623326983
200,10,100,113,0.5678391959798995,6.323146252621607
200,10,100,114,0.5728643216080402,5.250836948758928
200,10,100,115,0.577889447236181,13.56662593533641
200,10,100,116,0.5829145728643216,7.297219063036548
200,10,100,117,0.5879396984924623,10.634949547335562
200,10,100,118,0.592964824120603,14.867962314577458
200,10,100,119,0.5979899497487438,6.227196539226693
200,10,100,120,0.6030150753768845,2.423422953572685
200,10,100,121,0.6080402010050251,12.604668303045514
200,10,100,122,0.6130653266331658,7.865750350710659
200,10,100,123,0.6180904522613065,3.9370151630664076
200,10,100,124,0.6231155778894473,6.629358683115804
200,10,100,125,0.628140703517588,6.852325345399927
