A,B,C,trial,beta_idx,beta,true_ratio,est_ratio,geom_error_ratio
200,10,50,1,143,0.7185929648241206,0.9994367313367193,,0.018207890835512282
200,10,50,1,144,0.7236180904522613,0.999452077193211,,0.01822324522283646
200,10,50,1,145,0.7286432160804021,0.9994669986526787,,0.01823817475114774
200,10,50,1,146,0.7336683417085427,0.9994815077580892,,0.018252691488687245
200,10,50,1,147,0.7386934673366834,0.9994956161962373,,0.01826680714611949
200,10,50,1,148,0.7437185929648241,0.9995093353089497,,0.01828053308782094
200,10,50,1,149,0.7487437185929648,0.9995226761039202,,0.018293880342786884
200,10,50,1,150,0.7537688442211056,0.9995356492651581,,0.018306859615150762
200,10,50,1,151,0.7587939698492463,0.9995482651630943,,0.018319481294355577
200,10,50,1,152,0.7638190954773869,0.9995605338643231,,0.018331755464961522
200,10,50,1,153,0.7688442211055276,0.9995724651410188,,0.018343691916114915
200,10,50,1,154,0.7738693467336684,0.9995840684800615,,0.018355300150735568
200,10,50,1,155,0.7788944723618091,0.9995953530918091,,0.01836658939433817
200,10,50,1,156,0.7839195979899498,0.9996063279186156,,0.01837756860359979
200,10,50,1,157,0.7889447236180904,0.9996170016430649,,0.018388246474643145
200,10,50,1,158,0.7939698492462312,0.9996273826958929,,0.018398631450996645
200,10,50,1,159,0.7989949748743719,0.9996374792637107,,0.0184087317313647
200,10,50,1,160,0.8040201005025126,0.9996472992964148,,0.01841855527707414
200,10,50,1,161,0.8090452261306533,0.9996568505144097,,0.01842810981933351
200,10,50,1,162,0.8140703517587939,0.9996661404155318,,0.01843740286619479
