tensor_type,n_sites,dim,N,A,B,C,seed,Z_est,Z_std,Z_true,rel_error,time_seconds
diagexp,16,3,100000,100,25,40,23,0.010720020434627215,0.035627970935811396,1.0000677333820351,0.9892807056194343,1.0622210502624512
diagexp,16,3,100000,100,25,40,42,0.0005109808599368511,0.0020600368919571443,1.0000677333820351,0.9994890537481809,1.077542781829834
diagexp,16,3,100000,100,25,40,77,0.005352182384702536,0.02633730464942894,1.0000677333820351,0.9946481801121585,1.0631968975067139
diagexp,16,3,100000,100,25,40,101,213.06140635599925,1065.2185174811605,1.0000677333820351,212.0469759637849,1.0674729347229004
diagexp,16,3,100000,100,50,20,11,0.0012649566436822878,0.008919326968228142,1.0000677333820351,0.9987351290303063,1.008573293685913
diagexp,16,3,100000,100,50,20,23,0.01368621360030366,0.08340941330613665,1.0000677333820351,0.9863147133504453,1.0007050037384033
diagexp,16,3,100000,100,50,20,42,4.656818026390401,32.92270281936049,1.0000677333820351,3.656502625719106,1.0029001235961914
diagexp,16,3,100000,100,50,20,77,2.677206521538917e-05,0.00011452918530247717,1.0000677333820351,0.9999732297480243,1.0139029026031494
diagexp,16,3,100000,100,50,20,101,0.02544280820859387,0.17810520928019358,1.0000677333820351,0.9745589150021357,1.0030488967895508
diagexp,16,3,100000,100,100,10,11,2.315683676474461e-07,1.874320938914077e-06,1.0000677333820351,0.9999997684473163,0.9719879627227783
diagexp,16,3,100000,100,100,10,23,2.6105540165703514e-06,2.348290770774974e-05,1.0000677333820351,0.9999973896227932,0.982105016708374
diagexp,16,3,100000,100,100,10,42,9.769139954288271e-07,8.871146439006593e-06,1.0000677333820351,0.9999990231521697,1.0566630363464355
diagexp,16,3,100000,100,100,10,77,0.08882085264490566,0.8882081181368087,1.0000677333820351,0.9111851630843735,0.9719099998474121
diagexp,16,3,100000,100,100,10,101,0.00028072737397233263,0.0028036496852834256,1.0000677333820351,0.9997192916393542,0.9819447994232178
diagexp,16,3,100000,100,200,5,11,2.1179853546396157e-08,2.9928495557485325e-07,1.0000677333820351,0.9999999788215809,0.9653310775756836
diagexp,16,3,100000,100,200,5,23,1.14980585347482e-11,1.5921637301032917e-10,1.0000677333820351,0.9999999999885026,0.9601240158081055
diagexp,16,3,100000,100,200,5,42,5.405099694058418e-11,7.528446358269821e-10,1.0000677333820351,0.9999999999459527,0.9586071968078613
diagexp,16,3,100000,100,200,5,77,1.798049521712461e-08,2.5188712585642333e-07,1.0000677333820351,0.9999999820207225,0.9575798511505127
diagexp,16,3,100000,100,200,5,101,1.485363662625991e-10,2.1001490187219913e-09,1.0000677333820351,0.9999999998514738,0.9585320949554443
diagexp,16,3,100000,200,5,100,11,0.015782884605670358,0.023335257109352043,1.0000677333820351,0.9842181843500782,1.5483441352844238
diagexp,16,3,100000,200,5,100,23,63.67194423545097,93.48586913060663,1.0000677333820351,62.66763181142222,1.5618581771850586
diagexp,16,3,100000,200,5,100,42,180.36116965383525,400.80218370060715,1.0000677333820351,179.34895400923372,1.547333002090454
diagexp,16,3,100000,200,5,100,77,179.56424880326452,401.2431936148771,1.0000677333820351,178.55208713315153,1.5590388774871826
diagexp,16,3,100000,200,5,100,101,55.90416570647316,112.25475433089649,1.0000677333820351,54.90037938472039,1.5552680492401123
diagexp,16,3,100000,200,10,50,11,0.09008530945170229,0.2835670357926818,1.0000677333820351,0.9099207919177122,1.2552921772003174
diagexp,16,3,100000,200,10,50,23,0.7123515942742633,1.5098628181569538,1.0000677333820351,0.28769665244050185,1.2783732414245605
diagexp,16,3,100000,200,10,50,42,0.006141908983716379,0.018641973699589563,1.0000677333820351,0.9938585070003753,1.2612569332122803
diagexp,16,3,100000,200,10,50,77,23.05413721601188,44.480223038572824,1.0000677333820351,22.0525757870892,1.2766239643096924
diagexp,16,3,100000,200,10,50,101,0.027319392034126554,0.04611896410085077,1.0000677333820351,0.9726824582753633,1.254871129989624
diagexp,16,3,100000,200,20,25,11,0.0019165859262222184,0.0061340903448690014,1.0000677333820351,0.9980835438818322,1.11142897605896
diagexp,16,3,100000,200,20,25,23,1.107497737522515,4.888614022272192,1.0000677333820351,0.10742272803580256,1.2375741004943848
diagexp,16,3,100000,200,20,25,42,0.00828943717797906,0.026802518819842438,1.0000677333820351,0.9917111242556084,1.1041011810302734
diagexp,16,3,100000,200,20,25,77,2.6253491732212386,8.677717044431972,1.0000677333820351,1.6251713614865033,1.105497121810913
diagexp,16,3,100000,200,20,25,101,0.018392937892546476,0.06971995602239477,1.0000677333820351,0.9816083078389649,1.1275758743286133
diagexp,16,3,100000,200,25,20,11,0.10177389026463438,0.4572945477708303,1.0000677333820351,0.8982330027582685,1.085029125213623
diagexp,16,3,100000,200,25,20,23,3.998655590991224,19.691505978260782,1.0000677333820351,2.998384766868286,1.073625087738037
diagexp,16,3,100000,200,25,20,42,0.00018423260515776268,0.0006384139641636071,1.0000677333820351,0.9998157798726945,1.0756309032440186
diagexp,16,3,100000,200,25,20,77,0.32242786619354824,1.6107705394139697,1.0000677333820351,0.6775939714571535,1.0953550338745117
diagexp,16,3,100000,200,25,20,101,0.0021814855579396324,0.008243312487910473,1.0000677333820351,0.9978186621914475,1.0730311870574951
diagexp,16,3,100000,200,50,10,11,0.0006224336437556813,0.004288015626585717,1.0000677333820351,0.9993776085129247,1.0170338153839111
diagexp,16,3,100000,200,50,10,23,0.0016831025340350106,0.009912442141290202,1.0000677333820351,0.9983170114604707,1.039067268371582
diagexp,16,3,100000,200,50,10,42,0.43755088608324116,3.0936815973926195,1.0000677333820351,0.5624787487108209,1.018693208694458
diagexp,16,3,100000,200,50,10,77,1.8353789625121683e-05,0.00011136605292984199,1.0000677333820351,0.9999816474534549,1.026540756225586
diagexp,16,3,100000,200,50,10,101,0.00563829670865078,0.0394788124266783,1.0000677333820351,0.9943620851663885,1.036543846130371
diagexp,16,3,100000,200,100,5,11,1.670033465698099e-05,0.00016680090690793733,1.0000677333820351,0.9999833007964366,0.9841752052307129
diagexp,16,3,100000,200,100,5,23,3.7050123771493765e-05,0.0003693975027028589,1.0000677333820351,0.9999629523855889,0.9974269866943359
diagexp,16,3,100000,200,100,5,42,1.5201390195253465e-07,9.90499386467392e-07,1.0000677333820351,0.9999998479963939,0.9995660781860352
diagexp,16,3,100000,200,100,5,77,0.04550573423262058,0.45505716010886266,1.0000677333820351,0.9544973478159033,0.9845499992370605
diagexp,16,3,100000,200,100,5,101,1.1820480175190837e-05,0.00011748766784762596,1.0000677333820351,0.9999881803204117,1.0046427249908447
diagexp,16,3,100000,500,5,40,11,5.527671535150911,9.153190967230179,1.0000677333820351,4.5272971526212515,1.5690891742706299
diagexp,16,3,100000,500,5,40,23,238.53173179319052,398.6885099331104,1.0000677333820351,237.51557632653788,1.576591968536377
diagexp,16,3,100000,500,5,40,42,207.69338819988326,462.33785170565284,1.0000677333820351,206.67932137706765,1.652076005935669
diagexp,16,3,100000,500,5,40,77,66.16465707049811,147.92946825580745,1.0000677333820351,65.1601758180339,1.567553997039795
diagexp,16,3,100000,500,5,40,101,671.9537002055962,1093.1638504169339,1.0000677333820351,670.9081895914981,1.60713791847229
diagexp,16,3,100000,500,10,20,11,1.011269828490284,3.1748611280021084,1.0000677333820351,0.01120133640385082,1.2933180332183838
diagexp,16,3,100000,500,10,20,23,0.08905773833825784,0.13028737093744744,1.0000677333820351,0.9109482934350038,1.2911620140075684
diagexp,16,3,100000,500,10,20,42,0.012050636885659055,0.035477816791042414,1.0000677333820351,0.9879501792894505,1.2940549850463867
diagexp,16,3,100000,500,10,20,77,11.74236328510398,28.539420747455843,1.0000677333820351,10.74156798899369,1.2971267700195312
diagexp,16,3,100000,500,10,20,101,0.06001529547081717,0.11554142896154763,1.0000677333820351,0.9399887692927987,1.2946460247039795
diagexp,16,3,100000,500,20,10,11,88.72109323009684,290.43905990246424,1.0000677333820351,87.71508425740255,1.1469807624816895
diagexp,16,3,100000,500,20,10,23,204.93962699872563,911.9514263266664,1.0000677333820351,203.9257466848366,1.1455509662628174
diagexp,16,3,100000,500,20,10,42,0.841229994490593,3.742493242325407,1.0000677333820351,0.15882698100286038,1.149043083190918
diagexp,16,3,100000,500,20,10,77,1.4225849726570574,3.4956469875489766,1.0000677333820351,0.422488622691736,1.1472389698028564
diagexp,16,3,100000,500,20,10,101,2.238605387215827,9.238024401096721,1.0000677333820351,1.2384537691715118,1.1588490009307861
diagexp,16,3,100000,500,25,8,11,0.12727571980488864,0.4200633583392895,1.0000677333820351,0.8727329004261873,1.126641035079956
diagexp,16,3,100000,500,25,8,23,0.08550099243906262,0.34737044150648033,1.0000677333820351,0.9145047984400868,1.1878669261932373
diagexp,16,3,100000,500,25,8,42,0.0008640039428152313,0.003055561048397149,1.0000677333820351,0.9991360545751302,1.1152477264404297
diagexp,16,3,100000,500,25,8,77,0.03945428784662211,0.17854134279000844,1.0000677333820351,0.960548384344733,1.1151599884033203
diagexp,16,3,100000,500,25,8,101,0.031120879016603917,0.15077294696757162,1.0000677333820351,0.9688812287630167,1.1119260787963867
diagexp,16,3,100000,500,50,4,11,0.0013272178095552589,0.006211162210587182,1.0000677333820351,0.9986728720813071,1.0540521144866943
diagexp,16,3,100000,500,50,4,23,0.5732590396635364,4.043075803887309,1.0000677333820351,0.42677978648017617,1.055325984954834
diagexp,16,3,100000,500,50,4,42,0.15638896201720445,1.1055582294220963,1.0000677333820351,0.8436216300186715,1.05419921875
diagexp,16,3,100000,500,50,4,77,1.935751786228322e-05,0.00012111328897859007,1.0000677333820351,0.9999806437931992,1.046133041381836
diagexp,16,3,100000,500,50,4,101,0.036787338110170466,0.26006790613572195,1.0000677333820351,0.9632151534518939,1.045867919921875
diagexp,16,3,100000,500,100,2,11,4.131145013402486e-06,4.024730113043017e-05,1.0000677333820351,0.9999958691347841,1.025454044342041
diagexp,16,3,100000,500,100,2,23,2.8707436259188606e-06,2.8309866436256274e-05,1.0000677333820351,0.9999971294508061,1.2588536739349365
diagexp,16,3,100000,500,100,2,42,8.31982493944079e-08,4.623846352907754e-07,1.0000677333820351,0.9999999168073855,1.0361957550048828
diagexp,16,3,100000,500,100,2,77,5.035775238836033e-07,4.869435050544601e-06,1.0000677333820351,0.9999994964565828,1.0201411247253418
diagexp,16,3,100000,500,100,2,101,3.4577304388464e-06,3.422178283663761e-05,1.0000677333820351,0.999996542503749,1.0156679153442383
